info_logger - 2021-01-10 14:00:23,065 - INFO: Starting the expertiment
info_logger - 2021-01-10 14:00:23,643 - INFO: Saved photos: 1
info_logger - 2021-01-10 14:00:24,237 - INFO: Saved photos: 2
